Pet_ID,紀錄日期,過敏原1,過敏原2,過敏原3,過敏原4,過敏原5,過敏原6,過敏原7,過敏原8,過敏原9,過敏原10
CK1,2022-08-22,玉米,花生,小麥,,,,,,,
CK1,2022-08-26,玉米,花生,小麥,,,,,,,
CK1,2022-09-28,玉米,花生,小麥,,,,,,,
CK1,2022-11-02,玉米,花生,小麥,,,,,,,
CK1,2022-11-12,玉米,花生,小麥,,,,,,,
CK1,2022-11-23,玉米,花生,小麥,,,,,,,
CK1,2022-11-29,玉米,花生,小麥,,,,,,,
CK1,2022-12-07,玉米,花生,小麥,,,,,,,
CK1,2022-12-16,玉米,花生,小麥,,,,,,,
CK1,2022-12-26,玉米,花生,小麥,,,,,,,
CK1,2022-12-30,玉米,花生,小麥,,,,,,,
CK1,2022-01-01,玉米,花生,小麥,,,,,,,
CK1,2023-01-12,玉米,花生,小麥,,,,,,,
CK1,2023-01-15,玉米,花生,小麥,,,,,,,
CK1,2023-01-17,玉米,花生,小麥,,,,,,,
CK1,2023-01-28,玉米,花生,小麥,,,,,,,
CK1,2023-01-31,玉米,花生,小麥,,,,,,,
CK1,2023-02-19,玉米,花生,小麥,,,,,,,
CK1,2023-03-04,玉米,花生,小麥,,,,,,,
CK1,2023-03-09,玉米,花生,小麥,,,,,,,
CK1,2023-03-12,玉米,花生,小麥,,,,,,,
CK1,2023-03-13,玉米,花生,小麥,,,,,,,
CK1,2023-03-15,玉米,花生,小麥,,,,,,,
CK1,2023-03-17,玉米,花生,小麥,,,,,,,
CK2,2020-01-07,,,,,,,,,,
CK2,2020-01-28,,,,,,,,,,
CK2,2020-02-14,,,,,,,,,,
CK2,2020-02-15,,,,,,,,,,
CK2,2020-03-30,,,,,,,,,,
CK2,2020-04-14,,,,,,,,,,
CK2,2020-05-04,,,,,,,,,,
CK2,2020-05-23,,,,,,,,,,
CK2,2020-06-08,,,,,,,,,,
CK2,2020-06-14,,,,,,,,,,
CK2,2020-06-28,鮪魚,,,,,,,,,
CK2,2020-07-01,鮪魚,,,,,,,,,
CK2,2020-07-19,鮪魚,,,,,,,,,
CK2,2020-08-04,鮪魚,,,,,,,,,
CK2,2020-08-26,鮪魚,,,,,,,,,
CK2,2020-08-28,鮪魚,,,,,,,,,
CK2,2020-09-03,鮪魚,,,,,,,,,
CK2,2020-09-12,鮪魚,,,,,,,,,
CK2,2020-09-14,鮪魚,,,,,,,,,
CK2,2020-09-17,鮪魚,,,,,,,,,
CK2,2020-10-15,鮪魚,,,,,,,,,
CK2,2020-12-08,鮪魚,,,,,,,,,
CK2,2020-12-12,鮪魚,,,,,,,,,
CK2,2020-12-13,鮪魚,,,,,,,,,
CK2,2020-12-15,鮪魚,,,,,,,,,
CK2,2020-12-22,鮪魚,,,,,,,,,
CK2,2020-12-23,鮪魚,,,,,,,,,
CK2,2020-12-29,鮪魚,,,,,,,,,
CK2,2021-01-04,鮪魚,,,,,,,,,
CK2,2021-01-06,鮪魚,,,,,,,,,
CK2,2021-02-04,鮪魚,,,,,,,,,
CK2,2021-02-09,鮪魚,,,,,,,,,
CK2,2021-03-04,鮪魚,,,,,,,,,
CK2,2021-03-09,鮪魚,,,,,,,,,
CK2,2021-03-10,鮪魚,,,,,,,,,
CK2,2021-03-18,鮪魚,,,,,,,,,
CK2,2021-03-24,鮪魚,,,,,,,,,
CK2,2021-03-25,鮪魚,,,,,,,,,
CK2,2021-03-28,鮪魚,,,,,,,,,
CK2,2021-04-06,鮪魚,,,,,,,,,
CK2,2021-04-12,鮪魚,,,,,,,,,
CK2,2021-05-07,鮪魚,,,,,,,,,
CK2,2021-05-09,鮪魚,,,,,,,,,
CK2,2021-05-12,鮪魚,,,,,,,,,
CK2,2021-05-22,鮪魚,,,,,,,,,
CK2,2021-06-14,鮪魚,,,,,,,,,
CK2,2021-06-18,鮪魚,,,,,,,,,
CK2,2021-07-11,鮪魚,,,,,,,,,
CK2,2021-07-25,鮪魚,,,,,,,,,
CK2,2021-07-27,鮪魚,,,,,,,,,
CK2,2021-08-05,鮪魚,,,,,,,,,
CK2,2021-08-18,鮪魚,,,,,,,,,
CK2,2021-08-25,鮪魚,,,,,,,,,
CK2,2021-09-08,鮪魚,,,,,,,,,
CK2,2021-09-13,鮪魚,,,,,,,,,
CK2,2021-10-03,鮪魚,,,,,,,,,
CK2,2021-10-06,鮪魚,,,,,,,,,
CK2,2021-10-11,鮪魚,,,,,,,,,
CK2,2021-10-29,鮪魚,,,,,,,,,
CK2,2021-11-12,鮪魚,,,,,,,,,
CK2,2021-11-14,鮪魚,,,,,,,,,
CK2,2021-12-10,鮪魚,,,,,,,,,
CK2,2021-12-21,鮪魚,,,,,,,,,
CK2,2021-12-29,鮪魚,,,,,,,,,
CK2,2022-01-19,鮪魚,,,,,,,,,
CK2,2022-01-23,鮪魚,,,,,,,,,
CK2,2022-03-09,鮪魚,,,,,,,,,
CK2,2022-03-15,鮪魚,,,,,,,,,
CK2,2022-03-18,鮪魚,,,,,,,,,
CK2,2022-03-22,鮪魚,,,,,,,,,
CK2,2022-03-30,鮪魚,,,,,,,,,
CK2,2022-04-06,鮪魚,,,,,,,,,
CK2,2022-04-15,鮪魚,,,,,,,,,
CK2,2022-05-11,鮪魚,,,,,,,,,
CK2,2022-05-21,鮪魚,,,,,,,,,
CK2,2022-05-29,鮪魚,,,,,,,,,
CK2,2022-06-10,鮪魚,,,,,,,,,
CK2,2022-06-24,鮪魚,,,,,,,,,
CK2,2022-06-26,鮪魚,,,,,,,,,
CK2,2022-06-27,鮪魚,,,,,,,,,
CK2,2022-06-28,鮪魚,,,,,,,,,
CK2,2022-07-24,鮪魚,,,,,,,,,
CK2,2022-07-30,鮪魚,,,,,,,,,
CK2,2022-07-31,鮪魚,,,,,,,,,
CK2,2022-08-09,鮪魚,,,,,,,,,
CK2,2022-08-30,鮪魚,,,,,,,,,
CK2,2022-09-23,鮪魚,,,,,,,,,
CK2,2022-10-02,鮪魚,,,,,,,,,
CK2,2022-10-04,鮪魚,,,,,,,,,
CK2,2022-10-05,鮪魚,,,,,,,,,
CK2,2022-10-11,鮪魚,,,,,,,,,
CK2,2022-11-01,鮪魚,,,,,,,,,
CK2,2022-11-11,鮪魚,,,,,,,,,
CK2,2022-11-26,鮪魚,,,,,,,,,
CK2,2022-12-18,鮪魚,,,,,,,,,
CK2,2022-12-19,鮪魚,,,,,,,,,
CK2,2022-12-30,鮪魚,,,,,,,,,
CK2,2023-01-05,鮪魚,,,,,,,,,
CK2,2023-01-18,鮪魚,,,,,,,,,
CK2,2023-01-29,鮪魚,,,,,,,,,
CK2,2023-02-22,鮪魚,,,,,,,,,
CK2,2023-02-25,鮪魚,,,,,,,,,
CK2,2023-03-03,鮪魚,,,,,,,,,
CK2,2023-03-16,鮪魚,,,,,,,,,
CK3,2020-01-05,,,,,,,,,,
CK3,2020-01-06,,,,,,,,,,
CK3,2020-01-26,大豆,玉米,小麥,,,,,,,
CK3,2020-01-30,大豆,玉米,小麥,,,,,,,
CK3,2020-02-12,大豆,玉米,小麥,,,,,,,
CK3,2020-02-14,大豆,玉米,小麥,,,,,,,
CK3,2020-02-16,大豆,玉米,小麥,,,,,,,
CK3,2020-02-19,大豆,玉米,小麥,,,,,,,
CK3,2020-03-10,大豆,玉米,小麥,,,,,,,
CK3,2020-03-14,大豆,玉米,小麥,,,,,,,
CK3,2020-03-24,大豆,玉米,小麥,,,,,,,
CK3,2020-04-11,大豆,玉米,小麥,,,,,,,
CK3,2020-04-12,大豆,玉米,小麥,,,,,,,
CK3,2020-04-13,大豆,玉米,小麥,,,,,,,
CK3,2020-04-14,大豆,玉米,小麥,,,,,,,
CK3,2020-04-15,大豆,玉米,小麥,,,,,,,
CK3,2020-04-16,大豆,玉米,小麥,,,,,,,
CK3,2020-04-17,大豆,玉米,小麥,,,,,,,
CK3,2020-04-18,大豆,玉米,小麥,,,,,,,
CK3,2020-04-19,大豆,玉米,小麥,,,,,,,
CK3,2020-04-20,大豆,玉米,小麥,,,,,,,
CK3,2020-04-21,大豆,玉米,小麥,,,,,,,
CK3,2020-04-22,大豆,玉米,小麥,,,,,,,
CK3,2020-04-23,大豆,玉米,小麥,,,,,,,
CK3,2020-04-24,大豆,玉米,小麥,,,,,,,
CK3,2020-04-25,大豆,玉米,小麥,,,,,,,
CK3,2020-05-05,大豆,玉米,小麥,,,,,,,
CK3,2020-05-13,大豆,玉米,小麥,,,,,,,
CK3,2020-05-20,大豆,玉米,小麥,,,,,,,
CK3,2020-06-03,大豆,玉米,小麥,,,,,,,
CK3,2020-07-05,大豆,玉米,小麥,,,,,,,
CK3,2020-07-09,大豆,玉米,小麥,,,,,,,
CK3,2020-08-06,大豆,玉米,小麥,,,,,,,
CK3,2020-08-24,大豆,玉米,小麥,,,,,,,
CK3,2020-08-27,大豆,玉米,小麥,,,,,,,
CK3,2020-09-05,大豆,玉米,小麥,,,,,,,
CK3,2020-09-15,大豆,玉米,小麥,,,,,,,
CK3,2020-09-23,大豆,玉米,小麥,,,,,,,
CK3,2020-10-09,大豆,玉米,小麥,,,,,,,
CK3,2020-10-25,大豆,玉米,小麥,,,,,,,
CK3,2020-11-12,大豆,玉米,小麥,,,,,,,
CK3,2020-11-16,大豆,玉米,小麥,,,,,,,
CK3,2020-11-17,大豆,玉米,小麥,,,,,,,
CK3,2020-11-24,大豆,玉米,小麥,,,,,,,
CK3,2020-11-29,大豆,玉米,小麥,,,,,,,
CK3,2020-12-02,大豆,玉米,小麥,,,,,,,
CK3,2020-12-09,大豆,玉米,小麥,,,,,,,
CK3,2020-12-29,大豆,玉米,小麥,,,,,,,
CK3,2021-01-14,大豆,玉米,小麥,,,,,,,
CK3,2021-01-16,大豆,玉米,小麥,,,,,,,
CK3,2021-02-24,大豆,玉米,小麥,,,,,,,
CK3,2021-02-25,大豆,玉米,小麥,,,,,,,
CK3,2021-02-27,大豆,玉米,小麥,,,,,,,
CK3,2021-03-04,大豆,玉米,小麥,,,,,,,
CK3,2021-03-25,大豆,玉米,小麥,,,,,,,
CK3,2021-03-31,大豆,玉米,小麥,,,,,,,
CK3,2021-04-08,大豆,玉米,小麥,,,,,,,
CK3,2021-04-20,大豆,玉米,小麥,,,,,,,
CK3,2021-05-07,大豆,玉米,小麥,,,,,,,
CK3,2021-06-17,大豆,玉米,小麥,,,,,,,
CK3,2021-06-26,大豆,玉米,小麥,,,,,,,
CK3,2021-07-07,大豆,玉米,小麥,,,,,,,
CK3,2021-07-24,大豆,玉米,小麥,,,,,,,
CK3,2021-08-31,大豆,玉米,小麥,,,,,,,
CK3,2021-09-20,大豆,玉米,小麥,,,,,,,
CK3,2021-10-04,大豆,玉米,小麥,,,,,,,
CK3,2021-10-18,大豆,玉米,小麥,,,,,,,
CK3,2021-11-05,大豆,玉米,小麥,,,,,,,
CK3,2021-11-12,大豆,玉米,小麥,,,,,,,
CK3,2021-11-26,大豆,玉米,小麥,,,,,,,
CK3,2021-12-17,大豆,玉米,小麥,,,,,,,
CK3,2021-12-18,大豆,玉米,小麥,,,,,,,
CK3,2022-03-04,大豆,玉米,小麥,,,,,,,
CK3,2022-03-07,大豆,玉米,小麥,,,,,,,
CK3,2022-03-20,大豆,玉米,小麥,,,,,,,
CK3,2022-03-21,大豆,玉米,小麥,,,,,,,
CK3,2022-03-27,大豆,玉米,小麥,,,,,,,
CK3,2022-05-18,大豆,玉米,小麥,,,,,,,
CK3,2022-05-20,大豆,玉米,小麥,,,,,,,
CK3,2022-05-27,大豆,玉米,小麥,,,,,,,
CK3,2022-05-30,大豆,玉米,小麥,,,,,,,
CK3,2022-06-23,大豆,玉米,小麥,,,,,,,
CK3,2022-06-30,大豆,玉米,小麥,,,,,,,
CK3,2022-07-23,大豆,玉米,小麥,,,,,,,
CK3,2022-07-24,大豆,玉米,小麥,,,,,,,
CK3,2022-08-06,大豆,玉米,小麥,,,,,,,
CK3,2022-08-07,大豆,玉米,小麥,,,,,,,
CK3,2022-08-11,大豆,玉米,小麥,,,,,,,
CK3,2022-08-27,大豆,玉米,小麥,,,,,,,
CK3,2022-09-04,大豆,玉米,小麥,,,,,,,
CK3,2022-09-23,大豆,玉米,小麥,,,,,,,
CK3,2022-10-05,大豆,玉米,小麥,,,,,,,
CK3,2022-10-12,大豆,玉米,小麥,,,,,,,
CK3,2022-10-14,大豆,玉米,小麥,,,,,,,
CK3,2022-10-16,大豆,玉米,小麥,,,,,,,
CK3,2022-11-06,大豆,玉米,小麥,,,,,,,
CK3,2022-11-20,大豆,玉米,小麥,,,,,,,
CK3,2022-11-29,大豆,玉米,小麥,,,,,,,
CK3,2022-12-05,大豆,玉米,小麥,,,,,,,
CK3,2022-12-18,大豆,玉米,小麥,,,,,,,
CK3,2022-12-22,大豆,玉米,小麥,,,,,,,
CK3,2022-12-28,大豆,玉米,小麥,,,,,,,
CK3,2023-01-02,大豆,玉米,小麥,,,,,,,
CK3,2023-01-07,大豆,玉米,小麥,,,,,,,
CK3,2023-01-10,大豆,玉米,小麥,,,,,,,
CK3,2023-01-12,大豆,玉米,小麥,,,,,,,
CK3,2023-01-13,大豆,玉米,小麥,,,,,,,
CK3,2023-02-06,大豆,玉米,小麥,,,,,,,
CK3,2023-02-11,大豆,玉米,小麥,,,,,,,
CK3,2023-02-12,大豆,玉米,小麥,,,,,,,
CK3,2023-02-21,大豆,玉米,小麥,,,,,,,
CK3,2023-02-24,大豆,玉米,小麥,,,,,,,
CK3,2023-02-25,大豆,玉米,小麥,,,,,,,
CK3,2023-02-28,大豆,玉米,小麥,,,,,,,
CK3,2023-03-05,大豆,玉米,小麥,,,,,,,
CK3,2023-03-11,大豆,玉米,小麥,,,,,,,
CK4,2020-01-05,牛肉,,,,,,,,,
CK4,2020-01-06,牛肉,,,,,,,,,
CK4,2020-01-26,牛肉,,,,,,,,,
CK4,2020-01-30,牛肉,,,,,,,,,
CK4,2020-02-12,牛肉,,,,,,,,,
CK4,2020-02-14,牛肉,,,,,,,,,
CK4,2020-02-16,牛肉,,,,,,,,,
CK4,2020-02-19,牛肉,,,,,,,,,
CK4,2020-03-10,牛肉,,,,,,,,,
CK4,2020-03-11,牛肉,,,,,,,,,
CK4,2020-03-12,牛肉,,,,,,,,,
CK4,2020-03-13,牛肉,,,,,,,,,
CK4,2020-03-14,牛肉,,,,,,,,,
CK4,2020-03-15,牛肉,,,,,,,,,
CK4,2020-03-16,牛肉,,,,,,,,,
CK4,2020-03-17,牛肉,,,,,,,,,
CK4,2020-03-18,牛肉,,,,,,,,,
CK4,2020-03-19,牛肉,,,,,,,,,
CK4,2020-03-20,牛肉,,,,,,,,,
CK4,2020-03-24,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-04-11,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-04-12,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-04-23,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-05-13,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-05-20,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-06-03,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-07-05,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-07-09,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-08-06,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-08-24,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-08-27,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-09-05,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-09-15,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-09-23,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-10-09,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-10-25,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-11-12,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-11-16,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-11-18,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-11-24,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-11-29,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-12-02,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-12-09,牛肉,大豆,玉米,小麥,,,,,,
CK4,2020-12-29,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-01-14,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-01-16,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-02-24,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-02-25,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-02-27,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-03-04,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-03-25,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-03-31,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-04-08,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-04-20,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-05-07,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-06-17,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-06-26,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-07-07,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-07-24,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-08-31,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-09-20,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-10-04,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-10-18,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-11-05,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-11-12,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-11-26,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-12-17,牛肉,大豆,玉米,小麥,,,,,,
CK4,2021-12-18,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-03-04,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-03-07,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-03-20,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-03-21,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-03-27,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-05-18,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-05-27,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-05-28,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-05-30,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-06-23,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-06-30,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-07-23,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-07-24,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-08-06,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-08-07,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-08-11,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-08-27,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-09-04,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-09-23,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-10-05,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-10-12,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-10-14,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-10-16,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-11-06,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-11-20,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-11-29,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-12-05,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-12-18,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-12-22,牛肉,大豆,玉米,小麥,,,,,,
CK4,2022-12-28,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-01-02,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-01-07,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-01-10,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-01-12,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-01-13,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-02-06,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-02-11,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-02-12,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-02-21,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-02-24,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-02-25,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-02-28,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-03-05,牛肉,大豆,玉米,小麥,,,,,,
CK4,2023-03-11,牛肉,大豆,玉米,小麥,,,,,,
CK5,2020-01-10,,,,,,,,,,
CK5,2020-01-16,,,,,,,,,,
CK5,2020-01-18,,,,,,,,,,
CK5,2020-01-25,,,,,,,,,,
CK5,2020-02-02,,,,,,,,,,
CK5,2020-02-08,,,,,,,,,,
CK5,2020-02-09,,,,,,,,,,
CK5,2020-03-11,,,,,,,,,,
CK5,2020-03-22,,,,,,,,,,
CK5,2020-04-01,,,,,,,,,,
CK5,2020-04-10,,,,,,,,,,
CK5,2020-04-17,,,,,,,,,,
CK5,2020-05-10,,,,,,,,,,
CK5,2020-05-17,,,,,,,,,,
CK5,2020-05-18,,,,,,,,,,
CK5,2020-05-22,,,,,,,,,,
CK5,2020-06-07,,,,,,,,,,
CK5,2020-06-10,,,,,,,,,,
CK5,2020-06-13,,,,,,,,,,
CK5,2020-06-14,,,,,,,,,,
CK5,2020-06-26,,,,,,,,,,
CK5,2020-07-04,,,,,,,,,,
CK5,2020-07-05,,,,,,,,,,
CK5,2020-07-06,,,,,,,,,,
CK5,2020-07-07,,,,,,,,,,
CK5,2020-07-08,,,,,,,,,,
CK5,2020-07-09,,,,,,,,,,
CK5,2020-07-10,,,,,,,,,,
CK5,2020-07-11,,,,,,,,,,
CK5,2020-07-12,,,,,,,,,,
CK5,2020-07-13,,,,,,,,,,
CK5,2020-07-14,,,,,,,,,,
